date,favored_team,underdog_team,spread
2021-05-13,Denver Nuggets,Minnesota Timberwolves,2.0
2021-05-13,Miami Heat,Philadelphia 76ers,1.5
2021-05-13,Memphis Grizzlies,Sacramento Kings,8.5
2021-05-13,Phoenix Suns,Portland Trail Blazers,3.0
2021-05-13,Chicago Bulls,Toronto Raptors,10.5
2021-05-13,Atlanta Hawks,Orlando Magic,13.5
2021-05-14,Utah Jazz,Oklahoma City Thunder,15.5
2021-05-14,Dallas Mavericks,Toronto Raptors,14.5
2021-05-14,Memphis Grizzlies,Sacramento Kings,3.5
2021-05-14,Golden State Warriors,New Orleans Pelicans,0.0
2021-05-14,Philadelphia 76ers,Orlando Magic,14.0
2021-05-14,LA Clippers,Houston Rockets,8.0
2021-05-14,Denver Nuggets,Detroit Pistons,8.5
2021-05-15,Milwaukee Bucks,Miami Heat,4.0
2021-05-16,Milwaukee Bucks,Chicago Bulls,6.5
2021-05-16,LA Clippers,Oklahoma City Thunder,7.5
2021-05-16,Utah Jazz,Sacramento Kings,11.0
2021-05-16,Dallas Mavericks,Minnesota Timberwolves,6.5
2021-05-16,Los Angeles Lakers,New Orleans Pelicans,9.0
2021-05-16,Portland Trail Blazers,Denver Nuggets,8.5
2021-05-16,Miami Heat,Detroit Pistons,3.5
2021-05-18,Boston Celtics,Washington Wizards,2.0
2021-05-19,Memphis Grizzlies,San Antonio Spurs,4.5
2021-05-19,Los Angeles Lakers,Golden State Warriors,5.5
2021-05-20,Washington Wizards,Indiana Pacers,3.5
2021-05-21,Golden State Warriors,Memphis Grizzlies,4.5
2021-05-22,Denver Nuggets,Portland Trail Blazers,1.5
2021-05-22,Brooklyn Nets,Boston Celtics,8.0
2021-05-23,Utah Jazz,Memphis Grizzlies,8.0
2021-05-24,Milwaukee Bucks,Miami Heat,5.0
2021-05-24,Denver Nuggets,Portland Trail Blazers,2.0
2021-05-25,LA Clippers,Dallas Mavericks,7.0
2021-05-25,Los Angeles Lakers,Phoenix Suns,2.0
2021-05-26,New York Knicks,Atlanta Hawks,2.5
2021-05-26,Utah Jazz,Memphis Grizzlies,9.5
2021-05-27,Los Angeles Lakers,Phoenix Suns,6.5
2021-05-27,Portland Trail Blazers,Denver Nuggets,3.5
2021-05-28,Brooklyn Nets,Boston Celtics,7.5
2021-05-28,LA Clippers,Dallas Mavericks,3.0
2021-05-29,Utah Jazz,Memphis Grizzlies,5.5
2021-05-30,LA Clippers,Dallas Mavericks,3.0
2021-05-31,Utah Jazz,Memphis Grizzlies,6.0
2021-06-01,Denver Nuggets,Portland Trail Blazers,2.0
2021-06-01,Phoenix Suns,Los Angeles Lakers,4.5
2021-06-02,LA Clippers,Dallas Mavericks,7.5
2021-06-02,Utah Jazz,Memphis Grizzlies,9.5
2021-06-03,Portland Trail Blazers,Denver Nuggets,5.0
2021-06-03,Los Angeles Lakers,Phoenix Suns,2.0
2021-06-04,LA Clippers,Dallas Mavericks,2.5
2021-06-07,Phoenix Suns,Denver Nuggets,5.0
2021-06-07,Milwaukee Bucks,Brooklyn Nets,1.5
2021-06-08,Philadelphia 76ers,Atlanta Hawks,6.5
2021-06-08,Utah Jazz,LA Clippers,3.0
2021-06-09,Phoenix Suns,Denver Nuggets,5.5
2021-06-10,Milwaukee Bucks,Brooklyn Nets,3.5
2021-06-10,Utah Jazz,LA Clippers,2.5
2021-06-11,Philadelphia 76ers,Atlanta Hawks,1.5
2021-06-11,Denver Nuggets,Phoenix Suns,2.0
2021-06-12,LA Clippers,Utah Jazz,5.0
2021-06-13,Phoenix Suns,Denver Nuggets,3.0
2021-06-14,Philadelphia 76ers,Atlanta Hawks,3.0
2021-06-14,LA Clippers,Utah Jazz,5.0
2021-06-15,Milwaukee Bucks,Brooklyn Nets,1.0
2021-06-16,Philadelphia 76ers,Atlanta Hawks,7.0
2021-06-16,Utah Jazz,LA Clippers,8.0
2021-06-17,Milwaukee Bucks,Brooklyn Nets,5.0
2021-06-18,Philadelphia 76ers,Atlanta Hawks,3.0
2021-06-18,Utah Jazz,LA Clippers,2.5
2021-06-19,Brooklyn Nets,Milwaukee Bucks,2.0
2021-06-20,Philadelphia 76ers,Atlanta Hawks,6.5
2021-06-22,Phoenix Suns,LA Clippers,4.5
2021-06-23,Milwaukee Bucks,Atlanta Hawks,8.0
2021-06-24,Phoenix Suns,LA Clippers,1.0
2021-06-25,Milwaukee Bucks,Atlanta Hawks,8.5
2021-06-26,Phoenix Suns,LA Clippers,1.0
2021-06-27,Milwaukee Bucks,Atlanta Hawks,4.5
2021-06-28,Phoenix Suns,LA Clippers,6.5
2021-06-29,Milwaukee Bucks,Atlanta Hawks,9.0
2021-06-30,Phoenix Suns,LA Clippers,1.5
2021-07-01,Milwaukee Bucks,Atlanta Hawks,4.5
2021-07-03,Atlanta Hawks,Milwaukee Bucks,3.0
2021-07-06,Phoenix Suns,Milwaukee Bucks,5.5
2021-07-08,Phoenix Suns,Milwaukee Bucks,4.5
2021-07-11,Milwaukee Bucks,Phoenix Suns,4.5
2021-07-14,Milwaukee Bucks,Phoenix Suns,5.0
2021-07-17,Phoenix Suns,Milwaukee Bucks,4.0
2021-07-20,Milwaukee Bucks,Phoenix Suns,4.5
2021-10-19,Los Angeles Lakers,Golden State Warriors,3.5
2021-10-20,Toronto Raptors,Washington Wizards,2.5
2021-10-20,New York Knicks,Boston Celtics,2.5
2021-10-20,Memphis Grizzlies,Cleveland Cavaliers,7.0
2021-10-20,Philadelphia 76ers,New Orleans Pelicans,4.0
2021-10-20,Minnesota Timberwolves,Houston Rockets,6.5
2021-10-20,San Antonio Spurs,Orlando Magic,6.5
2021-10-20,Utah Jazz,Oklahoma City Thunder,13.5
2021-10-20,Portland Trail Blazers,Sacramento Kings,6.5
2021-10-20,Phoenix Suns,Denver Nuggets,6.0
2021-10-21,Miami Heat,Milwaukee Bucks,2.5
2021-10-21,Golden State Warriors,LA Clippers,3.5
2021-10-22,Boston Celtics,Toronto Raptors,7.0
2021-10-22,Brooklyn Nets,Philadelphia 76ers,1.0
2021-10-22,Houston Rockets,Oklahoma City Thunder,3.0
2021-10-22,Chicago Bulls,New Orleans Pelicans,6.5
2021-10-22,Denver Nuggets,San Antonio Spurs,7.5
2021-10-22,Utah Jazz,Sacramento Kings,6.5
2021-10-22,Los Angeles Lakers,Phoenix Suns,1.0
2021-10-23,Chicago Bulls,Detroit Pistons,8.0
2021-10-23,Minnesota Timberwolves,New Orleans Pelicans,7.5
2021-10-23,Portland Trail Blazers,Phoenix Suns,3.0
2021-10-23,LA Clippers,Memphis Grizzlies,4.0
2021-10-23,Milwaukee Bucks,San Antonio Spurs,6.5
2021-10-24,Golden State Warriors,Sacramento Kings,3.0
2021-10-24,Los Angeles Lakers,Memphis Grizzlies,5.0
2021-10-25,Chicago Bulls,Toronto Raptors,2.5
2021-10-25,Brooklyn Nets,Washington Wizards,6.0
2021-10-25,LA Clippers,Portland Trail Blazers,3.0
2021-10-25,Minnesota Timberwolves,New Orleans Pelicans,5.5
2021-10-25,Denver Nuggets,Cleveland Cavaliers,9.5
2021-10-26,Golden State Warriors,Oklahoma City Thunder,9.5
2021-10-26,Dallas Mavericks,Houston Rockets,10.5
2021-10-26,Utah Jazz,Denver Nuggets,7.5
2021-10-26,San Antonio Spurs,Los Angeles Lakers,1.0
2021-10-27,Toronto Raptors,Indiana Pacers,1.5
2021-10-27,Atlanta Hawks,New Orleans Pelicans,5.0
2021-10-27,Brooklyn Nets,Miami Heat,3.0
2021-10-27,Portland Trail Blazers,Memphis Grizzlies,2.5
2021-10-27,Phoenix Suns,Sacramento Kings,8.0
2021-10-27,LA Clippers,Cleveland Cavaliers,8.0
2021-10-27,Milwaukee Bucks,Minnesota Timberwolves,6.0
2021-10-27,Los Angeles Lakers,Oklahoma City Thunder,5.5
2021-10-28,Utah Jazz,Houston Rockets,9.0
2021-10-28,Chicago Bulls,New York Knicks,1.0
2021-10-28,Golden State Warriors,Memphis Grizzlies,6.0
2021-10-28,Dallas Mavericks,San Antonio Spurs,6.5
2021-10-29,Miami Heat,Charlotte Hornets,7.0
2021-10-29,Sacramento Kings,New Orleans Pelicans,1.0
2021-10-29,Portland Trail Blazers,LA Clippers,3.0
2021-10-29,Denver Nuggets,Dallas Mavericks,2.0
2021-10-29,Los Angeles Lakers,Cleveland Cavaliers,7.5
2021-10-30,Golden State Warriors,Oklahoma City Thunder,12.0
2021-10-30,Indiana Pacers,Toronto Raptors,2.5
2021-10-30,Philadelphia 76ers,Atlanta Hawks,3.0
2021-10-30,Memphis Grizzlies,Miami Heat,3.5
2021-10-30,Minnesota Timberwolves,Denver Nuggets,1.5
2021-10-30,Utah Jazz,Chicago Bulls,3.5
2021-10-30,Phoenix Suns,Cleveland Cavaliers,10.0
2021-10-30,Milwaukee Bucks,San Antonio Spurs,7.0
2021-10-31,Los Angeles Lakers,Houston Rockets,10.5
2021-11-01,Atlanta Hawks,Washington Wizards,5.5
2021-11-01,Boston Celtics,Chicago Bulls,2.5
2021-11-01,Memphis Grizzlies,Denver Nuggets,2.0
2021-11-01,Minnesota Timberwolves,Orlando Magic,8.5
2021-11-01,LA Clippers,Oklahoma City Thunder,12.5
2021-11-02,Utah Jazz,Sacramento Kings,9.0
2021-11-02,Los Angeles Lakers,Houston Rockets,10.0
2021-11-02,Phoenix Suns,New Orleans Pelicans,11.5
2021-11-03,Brooklyn Nets,Atlanta Hawks,4.5
2021-11-03,Denver Nuggets,Memphis Grizzlies,1.0
2021-11-03,Golden State Warriors,Charlotte Hornets,6.0
2021-11-03,LA Clippers,Minnesota Timberwolves,2.5
2021-11-03,Dallas Mavericks,San Antonio Spurs,2.0
2021-11-03,Sacramento Kings,New Orleans Pelicans,5.0
2021-11-04,Miami Heat,Boston Celtics,6.5
2021-11-04,Utah Jazz,Atlanta Hawks,1.5
2021-11-04,Los Angeles Lakers,Oklahoma City Thunder,11.0
2021-11-04,Phoenix Suns,Houston Rockets,10.5
2021-11-05,Sacramento Kings,Charlotte Hornets,2.0
2021-11-05,Portland Trail Blazers,Indiana Pacers,5.0
2021-11-05,LA Clippers,Minnesota Timberwolves,2.5
2021-11-05,Golden State Warriors,New Orleans Pelicans,9.0
2021-11-05,Milwaukee Bucks,New York Knicks,3.0
2021-11-06,Chicago Bulls,Philadelphia 76ers,4.0
2021-11-06,Phoenix Suns,Atlanta Hawks,4.0
2021-11-06,Dallas Mavericks,Boston Celtics,3.5
2021-11-06,Portland Trail Blazers,Los Angeles Lakers,5.5
2021-11-07,San Antonio Spurs,Oklahoma City Thunder,3.5
2021-11-07,LA Clippers,Charlotte Hornets,6.0
2021-11-07,Golden State Warriors,Houston Rockets,12.5
2021-11-08,Miami Heat,Denver Nuggets,1.5
2021-11-08,Golden State Warriors,Atlanta Hawks,3.0
2021-11-08,New York Knicks,Philadelphia 76ers,2.0
2021-11-08,Brooklyn Nets,Chicago Bulls,1.0
2021-11-08,Memphis Grizzlies,Minnesota Timberwolves,4.5
2021-11-08,Dallas Mavericks,New Orleans Pelicans,8.5
2021-11-08,Phoenix Suns,Sacramento Kings,3.0
2021-11-08,Los Angeles Lakers,Charlotte Hornets,2.0
2021-11-09,LA Clippers,Portland Trail Blazers,2.5
2021-11-09,Utah Jazz,Atlanta Hawks,8.0
2021-11-09,Milwaukee Bucks,Philadelphia 76ers,7.0
2021-11-10,Washington Wizards,Cleveland Cavaliers,3.5
2021-11-10,Brooklyn Nets,Orlando Magic,10.0
2021-11-10,New York Knicks,Milwaukee Bucks,3.5
2021-11-10,Boston Celtics,Toronto Raptors,3.5
2021-11-10,Memphis Grizzlies,Charlotte Hornets,4.5
2021-11-10,Chicago Bulls,Dallas Mavericks,3.5
2021-11-10,Sacramento Kings,San Antonio Spurs,0.0
2021-11-10,Miami Heat,Los Angeles Lakers,5.0
2021-11-10,Golden State Warriors,Minnesota Timberwolves,7.5
2021-11-10,Houston Rockets,Detroit Pistons,3.0
2021-11-10,New Orleans Pelicans,Oklahoma City Thunder,4.0
2021-11-10,Phoenix Suns,Portland Trail Blazers,5.0
2021-11-10,Indiana Pacers,Denver Nuggets,3.0
2021-11-11,Philadelphia 76ers,Toronto Raptors,3.5
2021-11-11,Utah Jazz,Indiana Pacers,11.0
2021-11-11,LA Clippers,Miami Heat,6.0
2021-11-12,Portland Trail Blazers,Houston Rockets,6.5
2021-11-12,Los Angeles Lakers,Minnesota Timberwolves,2.5
2021-11-12,New York Knicks,Charlotte Hornets,2.5
2021-11-12,Cleveland Cavaliers,Detroit Pistons,5.0
2021-11-12,Sacramento Kings,Oklahoma City Thunder,4.5
2021-11-12,Dallas Mavericks,San Antonio Spurs,2.5
2021-11-12,Boston Celtics,Milwaukee Bucks,5.5
2021-11-12,Golden State Warriors,Chicago Bulls,5.5
2021-11-12,Denver Nuggets,Atlanta Hawks,4.0
2021-11-12,Brooklyn Nets,New Orleans Pelicans,9.5
2021-11-12,Phoenix Suns,Memphis Grizzlies,1.5
2021-11-13,Boston Celtics,Cleveland Cavaliers,1.5
2021-11-13,Toronto Raptors,Detroit Pistons,9.0
2021-11-13,LA Clippers,Minnesota Timberwolves,7.0
2021-11-13,Washington Wizards,Orlando Magic,4.5
2021-11-13,Indiana Pacers,Philadelphia 76ers,3.5
2021-11-13,Memphis Grizzlies,New Orleans Pelicans,3.5
2021-11-14,Brooklyn Nets,Oklahoma City Thunder,9.0
2021-11-14,Phoenix Suns,Houston Rockets,8.5
2021-11-14,Golden State Warriors,Charlotte Hornets,5.0
2021-11-14,Denver Nuggets,Portland Trail Blazers,6.0
2021-11-14,LA Clippers,Chicago Bulls,4.0
2021-11-15,Sacramento Kings,Detroit Pistons,4.0
2021-11-15,Boston Celtics,Cleveland Cavaliers,4.0
2021-11-15,New York Knicks,Indiana Pacers,3.5
2021-11-15,Phoenix Suns,Minnesota Timberwolves,5.0
2021-11-15,Memphis Grizzlies,Houston Rockets,11.5
2021-11-15,Dallas Mavericks,Denver Nuggets,5.5
2021-11-15,Chicago Bulls,Los Angeles Lakers,1.5
2021-11-15,Washington Wizards,New Orleans Pelicans,4.5
2021-11-15,Atlanta Hawks,Orlando Magic,10.5
2021-11-15,Miami Heat,Oklahoma City Thunder,6.5
2021-11-15,Portland Trail Blazers,Toronto Raptors,2.0
2021-11-16,Utah Jazz,Philadelphia 76ers,10.0
2021-11-16,LA Clippers,San Antonio Spurs,7.5
2021-11-16,Brooklyn Nets,Golden State Warriors,3.0
2021-11-17,Atlanta Hawks,Boston Celtics,5.0
2021-11-17,Brooklyn Nets,Cleveland Cavaliers,9.5
2021-11-17,Oklahoma City Thunder,Houston Rockets,3.0
2021-11-17,Minnesota Timberwolves,Sacramento Kings,2.5
2021-11-17,Portland Trail Blazers,Chicago Bulls,1.5
2021-11-17,Indiana Pacers,Detroit Pistons,6.5
2021-11-17,Charlotte Hornets,Washington Wizards,1.0
2021-11-17,Miami Heat,New Orleans Pelicans,6.5
2021-11-17,Milwaukee Bucks,Los Angeles Lakers,9.0
2021-11-17,New York Knicks,Orlando Magic,11.5
2021-11-17,Phoenix Suns,Dallas Mavericks,8.0
2021-11-18,Utah Jazz,Toronto Raptors,10.5
2021-11-18,LA Clippers,Memphis Grizzlies,0.0
2021-11-18,Golden State Warriors,Cleveland Cavaliers,9.5
2021-11-18,Minnesota Timberwolves,San Antonio Spurs,2.0
2021-11-18,Denver Nuggets,Philadelphia 76ers,7.5
2021-11-18,Miami Heat,Washington Wizards,6.5
2021-11-19,Charlotte Hornets,Indiana Pacers,0.5
2021-11-19,Sacramento Kings,Toronto Raptors,3.5
2021-11-19,Milwaukee Bucks,Oklahoma City Thunder,12.5
2021-11-19,LA Clippers,New Orleans Pelicans,4.5
2021-11-19,Phoenix Suns,Dallas Mavericks,8.5
2021-11-19,Denver Nuggets,Chicago Bulls,1.0
2021-11-19,Brooklyn Nets,Orlando Magic,9.5
2021-11-19,Boston Celtics,Los Angeles Lakers,0.0
2021-11-19,Golden State Warriors,Detroit Pistons,2.0
2021-11-20,Portland Trail Blazers,Philadelphia 76ers,6.5
2021-11-20,Minnesota Timberwolves,Memphis Grizzlies,2.5
2021-11-20,Utah Jazz,Sacramento Kings,8.0
2021-11-20,Atlanta Hawks,Charlotte Hornets,7.5
2021-11-20,Miami Heat,Washington Wizards,2.5
2021-11-20,Indiana Pacers,New Orleans Pelicans,7.5
2021-11-20,Boston Celtics,Oklahoma City Thunder,9.0
2021-11-20,Milwaukee Bucks,Orlando Magic,12.5
2021-11-21,Chicago Bulls,New York Knicks,5.5
2021-11-21,Phoenix Suns,Denver Nuggets,8.0
2021-11-21,Golden State Warriors,Toronto Raptors,9.0
2021-11-22,Washington Wizards,Charlotte Hornets,4.5
2021-11-22,Atlanta Hawks,Oklahoma City Thunder,13.5
2021-11-22,Phoenix Suns,San Antonio Spurs,5.5
2021-11-22,Brooklyn Nets,Cleveland Cavaliers,5.5
2021-11-22,Boston Celtics,Houston Rockets,11.5
2021-11-22,Minnesota Timberwolves,New Orleans Pelicans,3.0
2021-11-22,Milwaukee Bucks,Orlando Magic,13.5
2021-11-22,Chicago Bulls,Indiana Pacers,1.5
2021-11-22,Utah Jazz,Memphis Grizzlies,11.0
2021-11-22,Sacramento Kings,Philadelphia 76ers,4.0
2021-11-23,Miami Heat,Detroit Pistons,10.5
2021-11-23,New York Knicks,Los Angeles Lakers,5.0
2021-11-23,Portland Trail Blazers,Denver Nuggets,6.5
2021-11-23,LA Clippers,Dallas Mavericks,3.5
2021-11-24,Phoenix Suns,Cleveland Cavaliers,7.0
2021-11-24,Atlanta Hawks,San Antonio Spurs,3.5
2021-11-24,Milwaukee Bucks,Detroit Pistons,15.0
2021-11-24,Portland Trail Blazers,Sacramento Kings,2.0
2021-11-24,Boston Celtics,Brooklyn Nets,1.0
2021-11-24,Washington Wizards,New Orleans Pelicans,4.0
2021-11-24,Miami Heat,Minnesota Timberwolves,1.0
2021-11-24,Chicago Bulls,Houston Rockets,9.5
2021-11-24,Memphis Grizzlies,Toronto Raptors,3.5
2021-11-24,Utah Jazz,Oklahoma City Thunder,14.0
2021-11-24,Golden State Warriors,Philadelphia 76ers,11.0
2021-11-24,Indiana Pacers,Los Angeles Lakers,6.5
2021-11-24,Charlotte Hornets,Orlando Magic,7.5
2021-11-26,Phoenix Suns,New York Knicks,4.0
2021-11-26,Charlotte Hornets,Minnesota Timberwolves,2.5
2021-11-26,Memphis Grizzlies,Atlanta Hawks,2.5
2021-11-26,Indiana Pacers,Toronto Raptors,4.5
2021-11-26,Boston Celtics,San Antonio Spurs,4.5
2021-11-26,Utah Jazz,New Orleans Pelicans,13.0
2021-11-26,Milwaukee Bucks,Denver Nuggets,4.0
2021-11-26,Golden State Warriors,Portland Trail Blazers,6.0
2021-11-26,Los Angeles Lakers,Sacramento Kings,8.0
2021-11-26,Chicago Bulls,Orlando Magic,9.5
2021-11-26,Washington Wizards,Oklahoma City Thunder,6.5
2021-11-27,Charlotte Hornets,Houston Rockets,5.0
2021-11-27,Utah Jazz,New Orleans Pelicans,13.0
2021-11-27,Atlanta Hawks,New York Knicks,7.5
2021-11-27,Brooklyn Nets,Phoenix Suns,1.5
2021-11-27,Chicago Bulls,Miami Heat,0.0
2021-11-27,Cleveland Cavaliers,Orlando Magic,10.0
2021-11-27,Dallas Mavericks,Washington Wizards,6.5
2021-11-28,Los Angeles Lakers,Detroit Pistons,10.0
2021-11-29,Chicago Bulls,Charlotte Hornets,4.5
2021-11-29,Houston Rockets,Oklahoma City Thunder,2.0
2021-11-29,Utah Jazz,Portland Trail Blazers,7.5
2021-11-29,Minnesota Timberwolves,Indiana Pacers,3.0
2021-11-29,Washington Wizards,San Antonio Spurs,3.0
2021-11-29,LA Clippers,New Orleans Pelicans,7.0
2021-11-29,Philadelphia 76ers,Orlando Magic,14.0
2021-11-29,Miami Heat,Denver Nuggets,3.0
2021-11-29,Dallas Mavericks,Cleveland Cavaliers,6.5
2021-11-30,Phoenix Suns,Golden State Warriors,3.0
2021-11-30,Brooklyn Nets,New York Knicks,6.5
2021-11-30,Toronto Raptors,Memphis Grizzlies,3.0
2021-11-30,Los Angeles Lakers,Sacramento Kings,1.0
2021-11-30,Portland Trail Blazers,Detroit Pistons,6.5
2021-12-01,Washington Wizards,Minnesota Timberwolves,3.5
2021-12-01,Milwaukee Bucks,Charlotte Hornets,9.0
2021-12-01,Oklahoma City Thunder,Houston Rockets,2.5
2021-12-01,Denver Nuggets,Orlando Magic,8.0
2021-12-01,Indiana Pacers,Atlanta Hawks,2.0
2021-12-01,Boston Celtics,Philadelphia 76ers,3.0
2021-12-01,Miami Heat,Cleveland Cavaliers,3.0
2021-12-01,Dallas Mavericks,New Orleans Pelicans,3.5
2021-12-01,LA Clippers,Sacramento Kings,6.0
2021-12-02,Chicago Bulls,New York Knicks,2.0
2021-12-02,Memphis Grizzlies,Oklahoma City Thunder,11.0
2021-12-02,Phoenix Suns,Detroit Pistons,12.0
2021-12-02,Portland Trail Blazers,San Antonio Spurs,4.5
2021-12-02,Milwaukee Bucks,Toronto Raptors,4.5
2021-12-03,Atlanta Hawks,Philadelphia 76ers,2.5
2021-12-03,Washington Wizards,Cleveland Cavaliers,3.0
2021-12-03,Golden State Warriors,Phoenix Suns,7.0
2021-12-03,Brooklyn Nets,Minnesota Timberwolves,7.5
2021-12-03,Houston Rockets,Orlando Magic,2.5
2021-12-03,Dallas Mavericks,New Orleans Pelicans,6.5
2021-12-03,Utah Jazz,Boston Celtics,8.0
2021-12-03,Los Angeles Lakers,LA Clippers,2.5
2021-12-03,Indiana Pacers,Miami Heat,5.5
2021-12-04,Brooklyn Nets,Chicago Bulls,3.0
2021-12-04,Milwaukee Bucks,Miami Heat,6.5
2021-12-04,Golden State Warriors,San Antonio Spurs,9.0
2021-12-04,Memphis Grizzlies,Dallas Mavericks,1.5
2021-12-04,LA Clippers,Sacramento Kings,1.5
2021-12-04,Portland Trail Blazers,Boston Celtics,1.0
2021-12-05,New Orleans Pelicans,Houston Rockets,2.5
2021-12-06,Chicago Bulls,Denver Nuggets,2.0
2021-12-06,Philadelphia 76ers,Charlotte Hornets,7.5
2021-12-06,Detroit Pistons,Oklahoma City Thunder,3.0
2021-12-06,Indiana Pacers,Washington Wizards,6.0
2021-12-06,Miami Heat,Memphis Grizzlies,6.0
2021-12-06,Milwaukee Bucks,Cleveland Cavaliers,7.5
2021-12-06,Minnesota Timberwolves,Atlanta Hawks,3.0
2021-12-06,Phoenix Suns,San Antonio Spurs,7.5
2021-12-06,LA Clippers,Portland Trail Blazers,3.0
2021-12-06,Golden State Warriors,Orlando Magic,16.0
2021-12-07,New York Knicks,San Antonio Spurs,1.5
2021-12-07,Brooklyn Nets,Dallas Mavericks,2.0
2021-12-07,Los Angeles Lakers,Boston Celtics,4.0
2021-12-08,Cleveland Cavaliers,Chicago Bulls,3.0
2021-12-08,Indiana Pacers,New York Knicks,5.0
2021-12-08,Brooklyn Nets,Houston Rockets,3.5
2021-12-08,Denver Nuggets,New Orleans Pelicans,2.5
2021-12-08,Toronto Raptors,Oklahoma City Thunder,7.5
2021-12-08,Philadelphia 76ers,Charlotte Hornets,6.5
2021-12-08,Sacramento Kings,Orlando Magic,7.0
2021-12-08,Washington Wizards,Detroit Pistons,5.0
2021-12-08,Milwaukee Bucks,Miami Heat,6.5
2021-12-08,Memphis Grizzlies,Dallas Mavericks,2.0
2021-12-08,Utah Jazz,Minnesota Timberwolves,6.5
2021-12-08,Golden State Warriors,Portland Trail Blazers,14.5
2021-12-08,LA Clippers,Boston Celtics,3.5
2021-12-09,Utah Jazz,Philadelphia 76ers,3.0
2021-12-09,Los Angeles Lakers,Memphis Grizzlies,4.5
2021-12-09,San Antonio Spurs,Denver Nuggets,2.0
2021-12-10,Milwaukee Bucks,Houston Rockets,9.5
2021-12-10,Atlanta Hawks,Brooklyn Nets,2.0
2021-12-10,New Orleans Pelicans,Detroit Pistons,6.5
2021-12-10,Sacramento Kings,Charlotte Hornets,1.5
2021-12-10,Indiana Pacers,Dallas Mavericks,2.0
2021-12-10,Toronto Raptors,New York Knicks,1.5
2021-12-10,Cleveland Cavaliers,Minnesota Timberwolves,1.5
2021-12-10,Los Angeles Lakers,Oklahoma City Thunder,4.5
2021-12-10,Phoenix Suns,Boston Celtics,4.5
2021-12-11,Utah Jazz,Washington Wizards,7.0
2021-12-11,Denver Nuggets,San Antonio Spurs,1.0
2021-12-11,Memphis Grizzlies,Houston Rockets,8.0
2021-12-11,Chicago Bulls,Miami Heat,1.5
2021-12-11,Cleveland Cavaliers,Sacramento Kings,6.5
2021-12-11,Golden State Warriors,Philadelphia 76ers,2.5
2021-12-12,Dallas Mavericks,Oklahoma City Thunder,4.0
2021-12-12,Portland Trail Blazers,Minnesota Timberwolves,1.0
2021-12-12,San Antonio Spurs,New Orleans Pelicans,2.0
2021-12-12,Los Angeles Lakers,Orlando Magic,10.0
2021-12-13,Atlanta Hawks,Houston Rockets,10.0
2021-12-13,Cleveland Cavaliers,Miami Heat,5.0
2021-12-13,Toronto Raptors,Sacramento Kings,4.5
2021-12-13,Golden State Warriors,Indiana Pacers,4.0
2021-12-13,Milwaukee Bucks,Boston Celtics,1.0
2021-12-13,Philadelphia 76ers,Memphis Grizzlies,4.0
2021-12-13,Dallas Mavericks,Charlotte Hornets,2.5
2021-12-13,Denver Nuggets,Washington Wizards,3.5
2021-12-13,Phoenix Suns,LA Clippers,2.5
2021-12-14,Golden State Warriors,New York Knicks,5.5
2021-12-14,Brooklyn Nets,Toronto Raptors,4.0
2021-12-14,Phoenix Suns,Portland Trail Blazers,2.0
2021-12-15,Atlanta Hawks,Orlando Magic,7.5
2021-12-15,Memphis Grizzlies,Portland Trail Blazers,2.5
2021-12-15,San Antonio Spurs,Charlotte Hornets,3.5
2021-12-15,Denver Nuggets,Minnesota Timberwolves,4.0
2021-12-15,New Orleans Pelicans,Oklahoma City Thunder,4.5
2021-12-15,Utah Jazz,LA Clippers,9.5
2021-12-15,Cleveland Cavaliers,Houston Rockets,9.5
2021-12-15,Philadelphia 76ers,Miami Heat,8.0
2021-12-15,Indiana Pacers,Milwaukee Bucks,3.0
2021-12-15,Washington Wizards,Sacramento Kings,2.5
2021-12-15,Los Angeles Lakers,Dallas Mavericks,3.0
2021-12-16,Phoenix Suns,Washington Wizards,8.5
2021-12-16,Indiana Pacers,Detroit Pistons,10.0
2021-12-16,New York Knicks,Houston Rockets,5.5
2021-12-16,Philadelphia 76ers,Brooklyn Nets,1.5
2021-12-17,Miami Heat,Orlando Magic,9.0
2021-12-17,Golden State Warriors,Boston Celtics,5.0
2021-12-17,Atlanta Hawks,Denver Nuggets,3.5
2021-12-17,Utah Jazz,San Antonio Spurs,11.5
2021-12-17,Portland Trail Blazers,Charlotte Hornets,2.0
2021-12-17,Los Angeles Lakers,Minnesota Timberwolves,1.0
2021-12-17,New Orleans Pelicans,Milwaukee Bucks,1.0
2021-12-17,Memphis Grizzlies,Sacramento Kings,7.0
2021-12-18,Boston Celtics,New York Knicks,6.0
2021-12-18,Utah Jazz,Washington Wizards,9.5
2021-12-18,Cleveland Cavaliers,Milwaukee Bucks,3.5
2021-12-18,LA Clippers,Oklahoma City Thunder,4.5
2021-12-18,Toronto Raptors,Golden State Warriors,8.0
2021-12-18,Brooklyn Nets,Orlando Magic,5.5
2021-12-19,Chicago Bulls,Los Angeles Lakers,7.0
2021-12-19,Minnesota Timberwolves,Dallas Mavericks,3.0
2021-12-19,Phoenix Suns,Charlotte Hornets,9.0
2021-12-20,Memphis Grizzlies,Oklahoma City Thunder,9.5
2021-12-20,Golden State Warriors,Sacramento Kings,13.0
2021-12-20,Utah Jazz,Charlotte Hornets,12.0
2021-12-20,Chicago Bulls,Houston Rockets,6.5
