date,favored_team,underdog_team,spread
2021-12-20,LA Clippers,San Antonio Spurs,4.5
2021-12-20,Boston Celtics,Philadelphia 76ers,5.5
2021-12-21,Minnesota Timberwolves,Dallas Mavericks,1.0
2021-12-21,Phoenix Suns,Los Angeles Lakers,7.0
2021-12-21,Indiana Pacers,Miami Heat,2.5
2021-12-21,New York Knicks,Detroit Pistons,7.5
2021-12-21,New Orleans Pelicans,Portland Trail Blazers,2.5
2021-12-22,Denver Nuggets,Oklahoma City Thunder,6.0
2021-12-22,Boston Celtics,Cleveland Cavaliers,6.5
2021-12-22,Atlanta Hawks,Orlando Magic,7.5
2021-12-22,Milwaukee Bucks,Houston Rockets,9.0
2021-12-22,LA Clippers,Sacramento Kings,4.5
2021-12-23,Indiana Pacers,Houston Rockets,6.5
2021-12-23,Golden State Warriors,Memphis Grizzlies,5.5
2021-12-23,Miami Heat,Detroit Pistons,12.0
2021-12-23,Utah Jazz,Minnesota Timberwolves,14.5
2021-12-23,Phoenix Suns,Oklahoma City Thunder,15.0
2021-12-23,Denver Nuggets,Charlotte Hornets,3.0
2021-12-23,Los Angeles Lakers,San Antonio Spurs,1.5
2021-12-23,Philadelphia 76ers,Atlanta Hawks,11.0
2021-12-23,New Orleans Pelicans,Orlando Magic,5.0
2021-12-23,New York Knicks,Washington Wizards,2.5
2021-12-23,Milwaukee Bucks,Dallas Mavericks,3.0
2021-12-25,Utah Jazz,Dallas Mavericks,13.5
2021-12-25,Los Angeles Lakers,Brooklyn Nets,2.0
2021-12-26,New Orleans Pelicans,Oklahoma City Thunder,1.5
2021-12-26,San Antonio Spurs,Detroit Pistons,10.0
2021-12-26,Chicago Bulls,Indiana Pacers,6.0
2021-12-26,Denver Nuggets,LA Clippers,4.0
2021-12-27,Charlotte Hornets,Houston Rockets,8.0
2021-12-27,Phoenix Suns,Memphis Grizzlies,7.5
2021-12-27,Utah Jazz,San Antonio Spurs,7.0
2021-12-27,Chicago Bulls,Atlanta Hawks,3.0
2021-12-27,Boston Celtics,Minnesota Timberwolves,5.0
2021-12-27,Brooklyn Nets,LA Clippers,4.0
2021-12-27,Portland Trail Blazers,Dallas Mavericks,1.0
2021-12-28,Milwaukee Bucks,Orlando Magic,15.0
2021-12-28,Philadelphia 76ers,Toronto Raptors,6.0
2021-12-28,Miami Heat,Washington Wizards,8.0
2021-12-28,New York Knicks,Minnesota Timberwolves,5.0
2021-12-28,Los Angeles Lakers,Houston Rockets,6.0
2021-12-28,Cleveland Cavaliers,New Orleans Pelicans,5.0
2021-12-28,Golden State Warriors,Denver Nuggets,7.5
2021-12-28,Sacramento Kings,Oklahoma City Thunder,5.5
2021-12-29,Indiana Pacers,Charlotte Hornets,4.0
2021-12-29,Phoenix Suns,Oklahoma City Thunder,14.5
2021-12-29,Utah Jazz,Portland Trail Blazers,7.5
2021-12-29,Boston Celtics,LA Clippers,6.0
2021-12-29,New York Knicks,Detroit Pistons,8.5
2021-12-29,Memphis Grizzlies,Los Angeles Lakers,5.5
2021-12-29,Chicago Bulls,Atlanta Hawks,7.5
2021-12-29,Dallas Mavericks,Sacramento Kings,1.5
2021-12-30,Milwaukee Bucks,Orlando Magic,14.0
2021-12-30,Brooklyn Nets,Philadelphia 76ers,5.0
2021-12-30,Washington Wizards,Cleveland Cavaliers,4.0
2021-12-31,Miami Heat,Houston Rockets,5.0
2021-12-31,Cleveland Cavaliers,Atlanta Hawks,1.5
2021-12-31,Utah Jazz,Minnesota Timberwolves,12.5
2021-12-31,Toronto Raptors,LA Clippers,6.5
2021-12-31,New York Knicks,Oklahoma City Thunder,4.0
2021-12-31,Memphis Grizzlies,San Antonio Spurs,5.5
2021-12-31,Los Angeles Lakers,Portland Trail Blazers,5.5
2022-01-01,Brooklyn Nets,LA Clippers,13.0
2022-01-01,Utah Jazz,Golden State Warriors,4.5
2022-01-01,Denver Nuggets,Houston Rockets,7.0
2022-01-01,San Antonio Spurs,Detroit Pistons,6.5
2022-01-01,Chicago Bulls,Washington Wizards,2.0
2022-01-02,Dallas Mavericks,Oklahoma City Thunder,10.0
2022-01-02,Los Angeles Lakers,Minnesota Timberwolves,8.0
2022-01-02,Phoenix Suns,Charlotte Hornets,1.5
2022-01-03,Washington Wizards,Charlotte Hornets,2.0
2022-01-03,Dallas Mavericks,Denver Nuggets,2.5
2022-01-03,Brooklyn Nets,Memphis Grizzlies,6.5
2022-01-03,Philadelphia 76ers,Houston Rockets,13.0
2022-01-03,Milwaukee Bucks,Detroit Pistons,17.0
2022-01-03,Utah Jazz,New Orleans Pelicans,10.0
2022-01-03,Atlanta Hawks,Portland Trail Blazers,4.5
2022-01-03,Golden State Warriors,Miami Heat,10.5
2022-01-03,Chicago Bulls,Orlando Magic,14.0
2022-01-03,LA Clippers,Minnesota Timberwolves,3.0
2022-01-04,Cleveland Cavaliers,Memphis Grizzlies,3.5
2022-01-04,Toronto Raptors,San Antonio Spurs,7.0
2022-01-04,Phoenix Suns,New Orleans Pelicans,7.0
2022-01-04,New York Knicks,Indiana Pacers,3.5
2022-01-04,Los Angeles Lakers,Sacramento Kings,6.5
2022-01-05,Philadelphia 76ers,Orlando Magic,8.5
2022-01-05,Charlotte Hornets,Detroit Pistons,10.5
2022-01-05,Golden State Warriors,Dallas Mavericks,4.5
2022-01-05,Brooklyn Nets,Indiana Pacers,8.5
2022-01-05,Milwaukee Bucks,Toronto Raptors,3.0
2022-01-05,Minnesota Timberwolves,Oklahoma City Thunder,9.5
2022-01-05,Washington Wizards,Houston Rockets,7.5
2022-01-05,Boston Celtics,San Antonio Spurs,7.5
2022-01-05,Atlanta Hawks,Sacramento Kings,2.0
2022-01-05,Miami Heat,Portland Trail Blazers,2.0
2022-01-05,Utah Jazz,Denver Nuggets,2.5
2022-01-06,Boston Celtics,New York Knicks,2.0
2022-01-06,New Orleans Pelicans,Golden State Warriors,1.0
2022-01-06,Memphis Grizzlies,Detroit Pistons,13.0
2022-01-06,Phoenix Suns,LA Clippers,10.5
2022-01-07,Minnesota Timberwolves,Oklahoma City Thunder,5.0
2022-01-07,Chicago Bulls,Washington Wizards,6.0
2022-01-07,Denver Nuggets,Sacramento Kings,8.0
2022-01-07,Cleveland Cavaliers,Portland Trail Blazers,6.0
2022-01-07,Los Angeles Lakers,Atlanta Hawks,2.5
2022-01-07,Philadelphia 76ers,San Antonio Spurs,8.5
2022-01-07,Brooklyn Nets,Milwaukee Bucks,4.5
2022-01-07,Toronto Raptors,Utah Jazz,12.5
2022-01-07,Dallas Mavericks,Houston Rockets,3.0
2022-01-08,Boston Celtics,New York Knicks,7.5
2022-01-08,Phoenix Suns,Miami Heat,9.0
2022-01-08,Utah Jazz,Indiana Pacers,4.5
2022-01-08,Charlotte Hornets,Milwaukee Bucks,1.5
2022-01-08,Detroit Pistons,Orlando Magic,1.5
2022-01-09,Minnesota Timberwolves,Houston Rockets,6.5
2022-01-09,Denver Nuggets,Oklahoma City Thunder,7.0
2022-01-09,Sacramento Kings,Portland Trail Blazers,1.0
2022-01-09,Golden State Warriors,Cleveland Cavaliers,8.0
2022-01-09,Dallas Mavericks,Chicago Bulls,2.0
2022-01-09,Los Angeles Lakers,Memphis Grizzlies,4.5
2022-01-10,Utah Jazz,Detroit Pistons,11.0
2022-01-10,New York Knicks,San Antonio Spurs,6.5
2022-01-10,Boston Celtics,Indiana Pacers,9.0
2022-01-10,Milwaukee Bucks,Charlotte Hornets,3.0
2022-01-10,Philadelphia 76ers,Houston Rockets,9.5
2022-01-10,Brooklyn Nets,Portland Trail Blazers,10.0
2022-01-10,Cleveland Cavaliers,Sacramento Kings,5.5
2022-01-11,Washington Wizards,Oklahoma City Thunder,7.0
2022-01-11,Golden State Warriors,Memphis Grizzlies,2.0
2022-01-11,Minnesota Timberwolves,New Orleans Pelicans,3.5
2022-01-11,Chicago Bulls,Detroit Pistons,13.5
2022-01-11,Phoenix Suns,Toronto Raptors,4.5
2022-01-11,Denver Nuggets,LA Clippers,3.0
2022-01-12,Dallas Mavericks,New York Knicks,2.5
2022-01-12,San Antonio Spurs,Houston Rockets,7.0
2022-01-12,Philadelphia 76ers,Charlotte Hornets,5.0
2022-01-12,Utah Jazz,Cleveland Cavaliers,5.0
2022-01-12,Indiana Pacers,Boston Celtics,1.0
2022-01-12,Atlanta Hawks,Miami Heat,3.0
2022-01-12,Los Angeles Lakers,Sacramento Kings,4.0
2022-01-12,Chicago Bulls,Brooklyn Nets,1.5
2022-01-12,Washington Wizards,Orlando Magic,6.5
2022-01-13,Milwaukee Bucks,Golden State Warriors,1.0
2022-01-13,Memphis Grizzlies,Minnesota Timberwolves,4.0
2022-01-13,New Orleans Pelicans,LA Clippers,3.5
2022-01-13,Denver Nuggets,Portland Trail Blazers,11.0
2022-01-13,Brooklyn Nets,Oklahoma City Thunder,5.5
2022-01-14,Philadelphia 76ers,Boston Celtics,3.0
2022-01-14,Charlotte Hornets,Orlando Magic,11.5
2022-01-14,Toronto Raptors,Detroit Pistons,9.5
2022-01-14,Chicago Bulls,Golden State Warriors,2.5
2022-01-14,Miami Heat,Atlanta Hawks,5.5
2022-01-14,Cleveland Cavaliers,San Antonio Spurs,3.5
2022-01-14,Sacramento Kings,Houston Rockets,5.0
2022-01-14,Memphis Grizzlies,Dallas Mavericks,2.5
2022-01-14,Phoenix Suns,Indiana Pacers,6.0
2022-01-15,Washington Wizards,Portland Trail Blazers,7.5
2022-01-15,Brooklyn Nets,New Orleans Pelicans,5.5
2022-01-15,Atlanta Hawks,New York Knicks,1.5
2022-01-15,Cleveland Cavaliers,Oklahoma City Thunder,5.0
2022-01-15,Miami Heat,Philadelphia 76ers,4.0
2022-01-15,Boston Celtics,Chicago Bulls,7.5
2022-01-15,San Antonio Spurs,LA Clippers,1.0
2022-01-15,Denver Nuggets,Los Angeles Lakers,3.5
2022-01-15,Dallas Mavericks,Orlando Magic,11.5
2022-01-16,Utah Jazz,Denver Nuggets,5.5
2022-01-16,Minnesota Timberwolves,Golden State Warriors,4.5
2022-01-17,Miami Heat,Toronto Raptors,4.0
2022-01-17,Phoenix Suns,San Antonio Spurs,3.5
2022-01-17,Dallas Mavericks,Oklahoma City Thunder,11.5
2022-01-17,Utah Jazz,Los Angeles Lakers,5.0
2022-01-17,Portland Trail Blazers,Orlando Magic,2.0
2022-01-18,Minnesota Timberwolves,New York Knicks,3.0
2022-01-18,Golden State Warriors,Detroit Pistons,15.5
2022-01-19,Washington Wizards,Brooklyn Nets,1.0
2022-01-19,Philadelphia 76ers,Orlando Magic,12.0
2022-01-19,Atlanta Hawks,Minnesota Timberwolves,1.5
2022-01-19,Boston Celtics,Charlotte Hornets,3.0
2022-01-19,Miami Heat,Portland Trail Blazers,9.0
2022-01-19,Milwaukee Bucks,Memphis Grizzlies,6.5
2022-01-19,Dallas Mavericks,Toronto Raptors,3.5
2022-01-19,San Antonio Spurs,Oklahoma City Thunder,7.0
2022-01-19,Utah Jazz,Houston Rockets,13.5
2022-01-19,Denver Nuggets,LA Clippers,8.5
2022-01-19,Sacramento Kings,Detroit Pistons,7.5
2022-01-19,Los Angeles Lakers,Indiana Pacers,5.0
2022-01-19,Cleveland Cavaliers,Chicago Bulls,3.0
2022-01-20,Phoenix Suns,Dallas Mavericks,3.0
2022-01-20,New York Knicks,New Orleans Pelicans,4.0
2022-01-20,Golden State Warriors,Indiana Pacers,13.5
2022-01-21,Charlotte Hornets,Oklahoma City Thunder,9.0
2022-01-21,Philadelphia 76ers,LA Clippers,7.0
2022-01-21,Boston Celtics,Portland Trail Blazers,8.0
2022-01-21,Los Angeles Lakers,Orlando Magic,4.5
2022-01-21,Toronto Raptors,Washington Wizards,2.5
2022-01-21,Milwaukee Bucks,Chicago Bulls,10.5
2022-01-21,San Antonio Spurs,Brooklyn Nets,1.5
2022-01-21,Utah Jazz,Detroit Pistons,13.0
2022-01-21,Denver Nuggets,Memphis Grizzlies,3.5
2022-01-21,Golden State Warriors,Houston Rockets,11.0
2022-01-21,Atlanta Hawks,Miami Heat,1.5
2022-01-22,Milwaukee Bucks,Sacramento Kings,7.5
2022-01-22,Cleveland Cavaliers,Oklahoma City Thunder,12.0
2022-01-22,Phoenix Suns,Indiana Pacers,11.5
2022-01-23,Charlotte Hornets,Atlanta Hawks,1.5
2022-01-23,Philadelphia 76ers,San Antonio Spurs,1.0
2022-01-23,Dallas Mavericks,Memphis Grizzlies,4.0
2022-01-23,Minnesota Timberwolves,Brooklyn Nets,3.0
2022-01-23,Denver Nuggets,Detroit Pistons,12.0
2022-01-23,Golden State Warriors,Utah Jazz,5.5
2022-01-24,Cleveland Cavaliers,New York Knicks,5.0
2022-01-24,Phoenix Suns,Utah Jazz,11.0
2022-01-24,New Orleans Pelicans,Indiana Pacers,3.5
2022-01-24,Chicago Bulls,Oklahoma City Thunder,2.0
2022-01-25,Denver Nuggets,Detroit Pistons,7.0
2022-01-25,Washington Wizards,LA Clippers,5.0
2022-01-25,Charlotte Hornets,Toronto Raptors,1.0
2022-01-25,Los Angeles Lakers,Brooklyn Nets,3.5
2022-01-25,Boston Celtics,Sacramento Kings,9.5
2022-01-25,Philadelphia 76ers,New Orleans Pelicans,11.5
2022-01-25,San Antonio Spurs,Houston Rockets,4.5
2022-01-25,Golden State Warriors,Dallas Mavericks,3.0
2022-01-25,Minnesota Timberwolves,Portland Trail Blazers,3.0
2022-01-26,LA Clippers,Orlando Magic,0.0
2022-01-26,Charlotte Hornets,Indiana Pacers,2.0
2022-01-26,Atlanta Hawks,Sacramento Kings,10.5
2022-01-26,Miami Heat,New York Knicks,6.0
2022-01-26,Memphis Grizzlies,San Antonio Spurs,4.0
2022-01-26,Dallas Mavericks,Portland Trail Blazers,4.5
2022-01-26,Milwaukee Bucks,Cleveland Cavaliers,4.0
2022-01-26,Chicago Bulls,Toronto Raptors,3.5
2022-01-26,Denver Nuggets,Brooklyn Nets,4.5
2022-01-26,Phoenix Suns,Utah Jazz,1.5
2022-01-27,Philadelphia 76ers,Los Angeles Lakers,6.0
2022-01-27,Golden State Warriors,Minnesota Timberwolves,6.5
2022-01-28,Orlando Magic,Detroit Pistons,3.5
2022-01-28,Atlanta Hawks,Boston Celtics,2.0
2022-01-28,Indiana Pacers,Oklahoma City Thunder,2.0
2022-01-28,Portland Trail Blazers,Houston Rockets,3.5
2022-01-28,San Antonio Spurs,Chicago Bulls,1.5
2022-01-28,Milwaukee Bucks,New York Knicks,9.0
2022-01-28,Denver Nuggets,New Orleans Pelicans,5.0
2022-01-28,Phoenix Suns,Minnesota Timberwolves,7.5
2022-01-28,Memphis Grizzlies,Utah Jazz,4.5
2022-01-28,Charlotte Hornets,Los Angeles Lakers,9.5
2022-01-28,Miami Heat,LA Clippers,7.5
2022-01-29,Memphis Grizzlies,Washington Wizards,5.5
2022-01-29,Golden State Warriors,Brooklyn Nets,7.5
2022-01-29,Philadelphia 76ers,Sacramento Kings,11.0
2022-01-29,Boston Celtics,New Orleans Pelicans,6.5
2022-01-29,Dallas Mavericks,Indiana Pacers,10.5
2022-01-29,Miami Heat,Toronto Raptors,2.5
2022-01-30,Dallas Mavericks,Orlando Magic,5.0
2022-01-30,Phoenix Suns,San Antonio Spurs,13.0
2022-01-30,Milwaukee Bucks,Denver Nuggets,6.0
2022-01-30,Minnesota Timberwolves,Utah Jazz,2.0
2022-01-31,Golden State Warriors,Houston Rockets,10.5
2022-01-31,Cleveland Cavaliers,New Orleans Pelicans,6.5
2022-01-31,Indiana Pacers,LA Clippers,0.0
2022-01-31,New York Knicks,Sacramento Kings,7.0
2022-01-31,Boston Celtics,Miami Heat,6.5
2022-01-31,Portland Trail Blazers,Oklahoma City Thunder,4.0
2022-01-31,Memphis Grizzlies,Philadelphia 76ers,3.5
2022-01-31,Toronto Raptors,Atlanta Hawks,2.5
2022-02-01,Chicago Bulls,Orlando Magic,8.5
2022-02-01,Milwaukee Bucks,Washington Wizards,12.0
2022-02-01,New Orleans Pelicans,Detroit Pistons,1.5
2022-02-01,Phoenix Suns,Brooklyn Nets,6.0
2022-02-01,Toronto Raptors,Miami Heat,2.0
2022-02-01,Minnesota Timberwolves,Denver Nuggets,2.0
2022-02-01,San Antonio Spurs,Golden State Warriors,6.0
2022-02-02,Los Angeles Lakers,Portland Trail Blazers,4.0
2022-02-02,Memphis Grizzlies,New York Knicks,4.0
2022-02-02,Indiana Pacers,Orlando Magic,3.5
2022-02-02,Philadelphia 76ers,Washington Wizards,10.0
2022-02-02,Boston Celtics,Charlotte Hornets,6.5
2022-02-02,Cleveland Cavaliers,Houston Rockets,4.5
2022-02-02,Dallas Mavericks,Oklahoma City Thunder,12.0
2022-02-02,Utah Jazz,Denver Nuggets,4.0
2022-02-02,Brooklyn Nets,Sacramento Kings,4.5
2022-02-03,Phoenix Suns,Atlanta Hawks,3.0
2022-02-03,Golden State Warriors,Sacramento Kings,14.0
2022-02-03,Toronto Raptors,Chicago Bulls,3.5
2022-02-03,Miami Heat,San Antonio Spurs,8.5
2022-02-03,Minnesota Timberwolves,Detroit Pistons,7.5
2022-02-03,LA Clippers,Los Angeles Lakers,3.5
2022-02-04,Portland Trail Blazers,Oklahoma City Thunder,6.5
2022-02-04,Charlotte Hornets,Cleveland Cavaliers,6.0
2022-02-04,Dallas Mavericks,Philadelphia 76ers,1.5
2022-02-04,Denver Nuggets,New Orleans Pelicans,5.5
2022-02-04,Utah Jazz,Brooklyn Nets,5.5
2022-02-04,Boston Celtics,Detroit Pistons,10.0
2022-02-04,Chicago Bulls,Indiana Pacers,0.0
2022-02-04,Toronto Raptors,Atlanta Hawks,3.0
2022-02-04,San Antonio Spurs,Houston Rockets,7.5
2022-02-05,Phoenix Suns,Washington Wizards,8.0
2022-02-05,Miami Heat,Charlotte Hornets,3.0
2022-02-05,Los Angeles Lakers,New York Knicks,5.0
2022-02-05,Sacramento Kings,Oklahoma City Thunder,8.0
2022-02-05,Milwaukee Bucks,Portland Trail Blazers,10.5
2022-02-06,New Orleans Pelicans,Houston Rockets,6.5
2022-02-06,Milwaukee Bucks,LA Clippers,4.0
2022-02-07,Toronto Raptors,Charlotte Hornets,1.0
2022-02-07,Golden State Warriors,Oklahoma City Thunder,12.0
2022-02-07,Utah Jazz,New York Knicks,7.5
2022-02-07,Miami Heat,Washington Wizards,6.5
2022-02-07,Phoenix Suns,Chicago Bulls,6.0
2022-02-08,Memphis Grizzlies,LA Clippers,8.0
2022-02-08,Milwaukee Bucks,Los Angeles Lakers,3.5
2022-02-08,Orlando Magic,Portland Trail Blazers,1.0
2022-02-08,Atlanta Hawks,Indiana Pacers,13.0
2022-02-08,Boston Celtics,Brooklyn Nets,9.5
2022-02-08,Dallas Mavericks,Detroit Pistons,11.0
2022-02-08,Philadelphia 76ers,Phoenix Suns,1.5
2022-02-08,New Orleans Pelicans,Houston Rockets,9.0
2022-02-08,Denver Nuggets,New York Knicks,9.5
2022-02-08,Minnesota Timberwolves,Sacramento Kings,7.0
2022-02-09,Toronto Raptors,Oklahoma City Thunder,10.5
2022-02-09,Cleveland Cavaliers,San Antonio Spurs,6.0
2022-02-09,Chicago Bulls,Charlotte Hornets,1.5
2022-02-09,Utah Jazz,Golden State Warriors,1.5
2022-02-09,Los Angeles Lakers,Portland Trail Blazers,8.0
2022-02-09,Minnesota Timberwolves,Sacramento Kings,8.0
2022-02-10,Phoenix Suns,Milwaukee Bucks,3.0
2022-02-10,Memphis Grizzlies,Detroit Pistons,11.5
2022-02-10,Washington Wizards,Brooklyn Nets,1.0
2022-02-10,Miami Heat,New Orleans Pelicans,4.5
2022-02-10,Toronto Raptors,Houston Rockets,7.5
2022-02-10,Dallas Mavericks,LA Clippers,6.5
2022-02-10,Golden State Warriors,New York Knicks,9.5
2022-02-11,Charlotte Hornets,Detroit Pistons,6.0
2022-02-11,Atlanta Hawks,San Antonio Spurs,9.0
2022-02-11,Philadelphia 76ers,Oklahoma City Thunder,14.0
2022-02-11,Cleveland Cavaliers,Indiana Pacers,6.0
2022-02-11,Boston Celtics,Denver Nuggets,6.0
2022-02-11,Chicago Bulls,Minnesota Timberwolves,2.0
2022-02-11,Utah Jazz,Orlando Magic,14.0
2022-02-12,Chicago Bulls,Oklahoma City Thunder,10.0
2022-02-12,Dallas Mavericks,LA Clippers,6.5
2022-02-12,Phoenix Suns,Orlando Magic,16.5
2022-02-12,Memphis Grizzlies,Charlotte Hornets,7.0
2022-02-12,New Orleans Pelicans,San Antonio Spurs,6.0
2022-02-12,Philadelphia 76ers,Cleveland Cavaliers,3.0
2022-02-12,Toronto Raptors,Denver Nuggets,5.5
2022-02-12,Miami Heat,Brooklyn Nets,11.5
2022-02-12,Golden State Warriors,Los Angeles Lakers,7.5
2022-02-12,Sacramento Kings,Washington Wizards,3.0
2022-02-14,Washington Wizards,Detroit Pistons,3.5
2022-02-14,New York Knicks,Oklahoma City Thunder,10.0
2022-02-14,Milwaukee Bucks,Portland Trail Blazers,11.0
2022-02-14,Toronto Raptors,New Orleans Pelicans,3.5
2022-02-14,Chicago Bulls,San Antonio Spurs,3.0
2022-02-14,Denver Nuggets,Orlando Magic,11.5
2022-02-14,Utah Jazz,Houston Rockets,15.0
2022-02-14,Golden State Warriors,LA Clippers,6.0
2022-02-14,Sacramento Kings,Brooklyn Nets,2.0
2022-02-15,Boston Celtics,Philadelphia 76ers,2.0
2022-02-15,Atlanta Hawks,Cleveland Cavaliers,2.5
2022-02-15,Miami Heat,Dallas Mavericks,5.5
2022-02-15,Memphis Grizzlies,New Orleans Pelicans,5.0
2022-02-15,Minnesota Timberwolves,Charlotte Hornets,6.0
2022-02-15,Phoenix Suns,LA Clippers,13.0
2022-02-15,Milwaukee Bucks,Indiana Pacers,14.5
2022-02-16,Atlanta Hawks,Orlando Magic,5.5
2022-02-16,Boston Celtics,Detroit Pistons,12.5
2022-02-16,Indiana Pacers,Washington Wizards,1.0
2022-02-16,New York Knicks,Brooklyn Nets,5.0
2022-02-16,Chicago Bulls,Sacramento Kings,6.0
2022-02-16,Toronto Raptors,Minnesota Timberwolves,1.0
2022-02-16,San Antonio Spurs,Oklahoma City Thunder,8.0
2022-02-16,Memphis Grizzlies,Portland Trail Blazers,11.5
2022-02-16,Phoenix Suns,Houston Rockets,16.5
2022-02-16,Golden State Warriors,Denver Nuggets,5.0
2022-02-16,Utah Jazz,Los Angeles Lakers,4.5
2022-02-17,Milwaukee Bucks,Philadelphia 76ers,6.5
2022-02-17,Dallas Mavericks,New Orleans Pelicans,3.0
2022-02-17,LA Clippers,Houston Rockets,11.0
2022-02-17,Brooklyn Nets,Washington Wizards,4.5
2022-02-17,Miami Heat,Charlotte Hornets,4.0
2022-02-24,Cleveland Cavaliers,Detroit Pistons,5.5
2022-02-24,Boston Celtics,Brooklyn Nets,9.0
2022-02-24,Memphis Grizzlies,Minnesota Timberwolves,2.0
2022-02-24,Phoenix Suns,Oklahoma City Thunder,10.0
2022-02-24,Chicago Bulls,Atlanta Hawks,3.0
2022-02-24,Denver Nuggets,Sacramento Kings,4.0
2022-02-24,Golden State Warriors,Portland Trail Blazers,10.0
2022-02-25,Orlando Magic,Houston Rockets,3.5
2022-02-25,Indiana Pacers,Oklahoma City Thunder,8.0
2022-02-25,Toronto Raptors,Charlotte Hornets,2.0
2022-02-25,San Antonio Spurs,Washington Wizards,3.5
2022-02-25,Miami Heat,New York Knicks,6.0
2022-02-25,Philadelphia 76ers,Minnesota Timberwolves,2.5
2022-02-25,Phoenix Suns,New Orleans Pelicans,6.5
2022-02-25,Utah Jazz,Dallas Mavericks,6.0
2022-02-25,Los Angeles Lakers,LA Clippers,3.0
2022-02-26,Atlanta Hawks,Toronto Raptors,5.0
2022-02-26,Cleveland Cavaliers,Washington Wizards,7.5
2022-02-26,Memphis Grizzlies,Chicago Bulls,2.0
2022-02-26,Miami Heat,San Antonio Spurs,12.5
2022-02-26,Milwaukee Bucks,Brooklyn Nets,9.5
2022-02-26,Denver Nuggets,Sacramento Kings,8.0
2022-02-27,LA Clippers,Houston Rockets,6.5
2022-02-27,Charlotte Hornets,Detroit Pistons,10.0
2022-02-27,Golden State Warriors,Dallas Mavericks,4.0
2022-02-27,Denver Nuggets,Portland Trail Blazers,8.0
2022-02-27,Los Angeles Lakers,New Orleans Pelicans,1.0
2022-02-28,Orlando Magic,Indiana Pacers,2.5
2022-02-28,Miami Heat,Chicago Bulls,4.5
2022-02-28,Toronto Raptors,Brooklyn Nets,3.0
2022-02-28,Milwaukee Bucks,Charlotte Hornets,10.5
2022-02-28,Memphis Grizzlies,San Antonio Spurs,8.5
2022-02-28,Sacramento Kings,Oklahoma City Thunder,5.5
2022-02-28,Minnesota Timberwolves,Cleveland Cavaliers,3.5
2022-03-01,Washington Wizards,Detroit Pistons,3.0
2022-03-01,Boston Celtics,Atlanta Hawks,6.5
2022-03-01,Golden State Warriors,Minnesota Timberwolves,3.0
2022-03-01,LA Clippers,Houston Rockets,7.0
2022-03-01,Dallas Mavericks,Los Angeles Lakers,5.0
2022-03-01,Toronto Raptors,Brooklyn Nets,8.0
2022-03-02,Philadelphia 76ers,New York Knicks,10.5
2022-03-02,New Orleans Pelicans,Sacramento Kings,6.5
2022-03-02,Phoenix Suns,Portland Trail Blazers,11.0
2022-03-02,Utah Jazz,Houston Rockets,15.0
2022-03-02,Milwaukee Bucks,Miami Heat,4.5
2022-03-02,Denver Nuggets,Oklahoma City Thunder,14.5
2022-03-02,Cleveland Cavaliers,Charlotte Hornets,4.5
2022-03-02,Indiana Pacers,Orlando Magic,2.0
2022-03-03,San Antonio Spurs,Sacramento Kings,6.5
2022-03-03,Atlanta Hawks,Chicago Bulls,1.5
2022-03-03,Brooklyn Nets,Miami Heat,3.0
2022-03-03,Toronto Raptors,Detroit Pistons,8.0
2022-03-03,Boston Celtics,Memphis Grizzlies,2.0
2022-03-03,Dallas Mavericks,Golden State Warriors,1.5
2022-03-03,LA Clippers,Los Angeles Lakers,2.5
2022-03-04,Denver Nuggets,Houston Rockets,13.5
2022-03-04,Atlanta Hawks,Washington Wizards,6.0
2022-03-04,Indiana Pacers,Detroit Pistons,2.5
2022-03-04,Philadelphia 76ers,Cleveland Cavaliers,8.0
2022-03-04,Milwaukee Bucks,Chicago Bulls,5.0
2022-03-04,Toronto Raptors,Orlando Magic,7.5
2022-03-04,Minnesota Timberwolves,Oklahoma City Thunder,9.5
2022-03-04,Utah Jazz,New Orleans Pelicans,4.5
2022-03-04,Phoenix Suns,New York Knicks,6.5
2022-03-05,Charlotte Hornets,San Antonio Spurs,4.0
2022-03-05,Minnesota Timberwolves,Portland Trail Blazers,13.5
2022-03-05,Golden State Warriors,Los Angeles Lakers,6.0
2022-03-05,Miami Heat,Philadelphia 76ers,5.0
2022-03-05,Memphis Grizzlies,Orlando Magic,16.0
2022-03-06,Utah Jazz,Oklahoma City Thunder,14.0
2022-03-06,Cleveland Cavaliers,Toronto Raptors,5.0
2022-03-06,Memphis Grizzlies,Houston Rockets,10.5
2022-03-06,Denver Nuggets,New Orleans Pelicans,4.0
2022-03-06,LA Clippers,New York Knicks,5.0
2022-03-07,Philadelphia 76ers,Chicago Bulls,7.5
2022-03-07,Atlanta Hawks,Detroit Pistons,7.5
2022-03-07,Miami Heat,Houston Rockets,16.0
2022-03-07,Minnesota Timberwolves,Portland Trail Blazers,13.5
2022-03-07,Dallas Mavericks,Utah Jazz,2.0
2022-03-07,San Antonio Spurs,Los Angeles Lakers,2.5
2022-03-07,Denver Nuggets,Golden State Warriors,8.0
2022-03-07,Sacramento Kings,New York Knicks,4.0
2022-03-08,Brooklyn Nets,Charlotte Hornets,4.5
2022-03-08,Memphis Grizzlies,New Orleans Pelicans,7.0
